time,w,x,y,z
1719995724035,1.0,0.0,0.0,0.0
1719995724037,0.9999961581429528,0.0009551970217422524,0.0024485012116164345,0.0008809879687538543
1719995724196,0.9999725544095215,0.0031452955320431467,0.006461092881936094,0.0018032810328610354
1719995724199,0.9999005247025555,0.0064864810324593266,0.012214354093125854,0.0027705265668458924
1719995724323,0.9998452527897421,0.0052688262948883055,0.016497191821511513,0.0030907289262116617
1719995724358,0.9997975338771915,0.002733406750657309,0.01971039021613725,0.0029866801216687764
1719995724521,0.9997559997477291,-0.0011575758409932081,0.02192115183653743,0.002462537055658125
1719995724524,0.9997134495456212,-0.006353096145865079,0.023028878011222224,0.001525694759903905
1719995724683,0.9996358293810728,-0.01174551294894212,0.02429255930641836,0.0003508639695996562
1719995724685,0.9995235667883734,-0.017262384126298776,0.025564094868924393,-0.0010614058869345842
1719995724845,0.9994017042467591,-0.01985298751489676,0.02826590252915943,-0.0017695167755233652
1719995724847,0.9992728741019825,-0.019616109433345248,0.03264583713020766,-0.0017834384571419526
1719995725007,0.9991087811030178,-0.018480073123178373,0.037918921697646,-0.0015118854095668296
1719995725009,0.998895695954678,-0.01641207968979172,0.04401267683897446,-0.000957351003379223
1719995725169,0.9987076027217797,-0.01523729696711833,0.048484369117704644,-0.00046367888654823324
1719995725171,0.9985696530897058,-0.014954504542170344,0.051332343952384785,-3.444643378814184e-05
1719995725331,0.9984007799851553,-0.013248174527837327,0.05495741518184354,0.0002256396333130834
1719995725334,0.998190598423524,-0.010081039530552682,0.05927734201983274,0.00031398078681891384
1719995725494,0.998116955218219,-0.00606588565240504,0.061038640494250125,0.00018194443521068942
1719995725500,0.9981909261020018,-0.00115807421464206,0.06011236673193487,-0.0001930741479943182
1719995725659,0.9983495078018895,0.0036495520311971156,0.0573107560071681,-0.0006467515624360751
1719995725662,0.9985713834384548,0.008316116133870186,0.052769294472783695,-0.0011983117721901743
1719995725839,0.9986668999527841,0.011788667031195828,0.05023374533888133,-0.0014216531054260424
1719995725842,0.9986582563564537,0.014014904061389007,0.04983536487354926,-0.0013060946206768273
1719995725980,0.9985568156704612,0.015528466028161006,0.051405320424112506,-0.0008035253419854428
1719995725982,0.998375464212048,0.01649221138182451,0.05453830102195212,0.00011465057225549612
1719995726143,0.9996448178499576,0.01828110411683929,0.016423022099088375,-0.01031133954086707
1719995726146,0.9971878226767371,0.019906673575423868,-0.06467404905439621,-0.03220928486165283
1719995726306,0.9819258913022999,0.02757204143517591,-0.18125917563464058,-0.046972734320359005
1719995726312,0.9418278594636278,0.03956834714006235,-0.32944581293098424,-0.053479766127082926
1719995726465,0.8839943972095395,0.05668590040038982,-0.46172533625590073,-0.04637163203204296
1719995726468,0.8128571594805892,0.07681764176120819,-0.5768377233688282,-0.02491042139470116
1719995726627,0.7490724581012994,0.089454745875421,-0.6564056160867128,-0.004468570718237146
1719995726630,0.7018079385860723,0.09503739102468393,-0.7058571676909456,0.014112776626354828
1719995726790,0.6709097834717797,0.0975198148400506,-0.7346805894734478,0.024786682036116867
1719995726791,0.6609649827822369,0.09776493706892696,-0.743539682539796,0.026759093859947958
1719995726951,0.6845223319884525,0.08742634204201258,-0.7231357891470966,0.029333294749307254
1719995726953,0.7378944306978967,0.06660165441035239,-0.6708686765106237,0.03180012030975682
1719995727116,0.81578079067776,0.05272344683443698,-0.5742675763915672,0.04403056234504042
1719995727121,0.9022665454368282,0.04564438426078314,-0.4240871021636456,0.06310151305149263
1719995727276,0.9605862862749072,0.033705470176451265,-0.2654707778741464,0.07525419586748819
1719995727279,0.9911434680935015,0.01669434255092964,-0.10384880789502574,0.0810638617459126
1719995727440,0.9967945027933395,0.003841816990075586,0.00863329856206613,0.07944448249647218
1719995727443,0.995046189244388,-0.004985774314538434,0.06829261750260564,0.07207178171343429
1719995727602,0.992557781606738,-0.008384164024915914,0.10117461401717975,0.06724918916974976
1719995727605,0.9921694010526793,-0.00608294198865188,0.10641366535467744,0.06510767433500497
1719995727764,0.9916720639570243,-0.004467306316034276,0.11184593362551357,0.06369495955671156
1719995727769,0.9908715792316914,-0.0040921607241843575,0.11913698628872654,0.06295352404386262
1719995727926,0.9838422485704406,-0.008755992755591201,0.1659318094579932,0.06666631179778706
1719995727928,0.9650447578279555,-0.01861979460953463,0.2505937288754064,0.07446275368129324
1719995728088,0.9255118106526683,-0.010777312881159701,0.36905384125407875,0.0843267462024379
1719995728092,0.8523478056405287,0.015385087620865483,0.5143831822875952,0.09314751246469571
1719995728251,0.7706864020952486,0.05380812611525844,0.6294208242383993,0.08352593132973216
1719995728255,0.6882929173291517,0.10095904770891562,0.716358197729814,0.05376860780722597
1719995728376,0.6368601220935607,0.11843891375669977,0.760540333695187,0.04426973478485987
1719995728413,0.6031928656498037,0.13039494148426106,0.7859813684685474,0.037266801376069664
1719995728574,0.589583095830595,0.1370797478388068,0.7953183007238614,0.032706518875756305
1719995728580,0.5971574857028753,0.1390359147350139,0.7893673363435935,0.031163440064258162
1719995728736,0.6395009443592824,0.14017804301308323,0.7554542933774671,0.026028235402353078
1719995728739,0.7118225836644624,0.13767247821782938,0.6885866211926984,0.014260548412801874
1719995728898,0.792998967127785,0.1345605578254322,0.5941765377779809,-0.0005799708154395859
1719995728901,0.874215818136378,0.129910707807941,0.4675053235789284,-0.017569397893628803
1719995729023,0.9314156103352286,0.13541952263443308,0.33725418518369904,-0.019650147312302926
1719995729068,0.9646842643774284,0.1385134079212833,0.2233320762381369,-0.01791897351342571
1719995729222,0.9828923940517099,0.1373268305863164,0.12210134491749326,-0.012455716990793928
1719995729228,0.9902364837876071,0.13361956727965094,0.03957546964511414,-0.0033614904913460836
1719995729382,0.9916314727144715,0.12870936551044657,-0.009293406646127881,0.0038149895067539612
1719995729384,0.9918954554938103,0.1250641919462774,-0.02079721814840189,0.008356373665606731
1719995729546,0.9923611114083557,0.12060340717499184,-0.0238543747351621,0.010257268064677654
1719995729549,0.9927619827477167,0.11796713017073629,-0.02031103672314813,0.009739794522151303
1719995729708,0.9931176074325864,0.11561711187453381,-0.015933212129593855,0.009809892986173093
1719995729712,0.9933715739682606,0.11395477050133428,-0.010842563295935734,0.010472112154796716
1719995729870,0.9963903021642946,0.0839931722648591,-0.0056691666097391045,0.010925809616795979
1719995729873,0.9997213484014835,0.020571927524282236,-0.0013737834318233442,0.011494958344337013
1719995730030,0.9946333112919091,-0.10260983332607357,0.011159934022434634,0.007159193104137962
1719995730034,0.959179585231846,-0.281099169596197,0.0308553713323196,-0.0023929452014222565
1719995730192,0.9136830742790442,-0.4049972104653515,0.0032827414244458665,-0.03390756405314726
1719995730195,0.8603507709994195,-0.5058690465320491,-0.0205179035641601,-0.058924309370510186
1719995730196,0.8060047583473839,-0.5853552015377859,-0.04085215812267568,-0.07776065027218464
1719995730197,0.7560550175186374,-0.6457742787713388,-0.05665049172443211,-0.09026136022479597
1719995730355,0.7147765764037465,-0.6894834531701169,-0.06699239221269636,-0.09601579565243655
1719995730356,0.6865833766764882,-0.7170275280125157,-0.07244638069432713,-0.0960536978364972
1719995730516,0.6689141272808765,-0.7341708205731867,-0.07164265228056003,-0.09173018541987094
1719995730517,0.6623215963648411,-0.7418251536648883,-0.0642011737693797,-0.08308882996785623
1719995730678,0.6617056943169619,-0.7436903206237776,-0.05740930404880511,-0.07598982121075255
1719995730680,0.6671726640088301,-0.7397265609938022,-0.051539970447210474,-0.07091461630682243
1719995730840,0.7114958165273256,-0.6980707964846796,-0.042861915048357034,-0.06807145068049048
1719995730842,0.7872132993850298,-0.6122911716613872,-0.03045891288346467,-0.06683559682398652
1719995731002,0.8674059386100487,-0.49457708235371856,-0.016021953297669183,-0.05238076256633533
1719995731004,0.9399126504547987,-0.34050810667880127,-0.0010621190011543267,-0.024845738151257932
1719995731164,0.975464786038209,-0.2199761780981128,0.008882038271212388,0.00020411988492126292
1719995731166,0.9897339320083957,-0.14063179759967712,0.013080556876876176,0.021870993733133903
1719995731326,0.9951509590596861,-0.09076127984245606,0.015949435271228673,0.03438857773266462
1719995731327,0.9965679261180479,-0.07142932025540459,0.017810491002761743,0.03785508223296101
1719995731488,0.9972829734406476,-0.057766542033973065,0.020666087844909455,0.04077511888399831
1719995731491,0.9975310884216346,-0.04972027353378844,0.02437979598925315,0.04318851212529537
1719995731650,0.9980980951798291,-0.03417966425706113,0.025792929603139128,0.044347127665261436
1719995731652,0.9986595552238331,-0.010975499037663873,0.02467683490368318,0.04415523751658645
1719995731812,0.9963230721656859,0.07030256556310753,0.023221628028340754,0.043111960489959154
1719995731815,0.9771053944869298,0.2078144560287791,0.02078690855648407,0.040572211705405314
1719995731937,0.9320557941509976,0.35982437373336745,0.01994839952417471,0.03742296104489069
1719995731974,0.8678976688910914,0.49550413890487727,0.022896908212703255,0.026552142208203018
1719995732101,0.7891974387561469,0.6132843597067502,0.031110858380753427,0.009044959404650924
1719995732139,0.717114680651443,0.6957569922254612,0.04081672697301487,-0.0016544977392771655
1719995732298,0.6607100886148862,0.7488402039501592,0.05175522697081681,-0.004682331854164873
1719995732301,0.62575666134622,0.7774096655312894,0.06373849627722292,0.00046563041048691564
1719995732425,0.6473167241629983,0.7592922853534186,0.06643411076779092,0.006541631918748325
1719995732460,0.6909498108519097,0.7194508765997255,0.06905483712742443,0.014499121107904151
1719995732623,0.7527758554497201,0.6539904989142921,0.07088274873155403,0.024506625921108326
1719995732625,0.8282541989426514,0.5546525385827078,0.07099840028037267,0.03625976468832249
1719995732784,0.8958739029735604,0.4351714739538792,0.07050305287830011,0.05536296381668539
1719995732786,0.9494573756368879,0.2950809662658684,0.06958566342173222,0.08133726478356663
1719995732946,0.9789391446293468,0.17249223182325657,0.06414251816064695,0.08837600600279331
1719995732949,0.9926604956997106,0.07603451620801396,0.053308751088083355,0.07747302549692174
1719995733109,0.9971997637344832,-0.004897570480738831,0.03999283091126462,0.06300173399978753
1719995733111,0.9962222683909205,-0.06957413253779184,0.024445149917828445,0.04585920506460719
1719995733270,0.992780055180034,-0.11244978819473725,0.020563524423906073,0.03633109735412342
1719995733273,0.9900277085835516,-0.1336119597645162,0.028565717818010247,0.034307145177490284
1719995733433,0.9886672048559112,-0.14108077515126288,0.03815944638796429,0.03431077930450991
1719995733435,0.9889806971976192,-0.13484050996668892,0.04924629850262972,0.03619419188522208
1719995733594,0.9894378881872066,-0.12692704635541904,0.058169456828881506,0.03896799475676225
1719995733597,0.9900597981879754,-0.11732596111372742,0.06483248828676774,0.042578907022981005
